SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020
50,3,7,48,159,Texas,Franklin County,10357,10372
50,3,7,48,161,Texas,Freestone County,19439,19439
50,3,7,48,163,Texas,Frio County,18391,18406
50,3,7,48,165,Texas,Gaines County,21599,21699
50,3,7,48,167,Texas,Galveston County,350682,351586
50,3,7,48,169,Texas,Garza County,5815,5806
50,3,7,48,171,Texas,Gillespie County,26746,26768
50,3,7,48,173,Texas,Glasscock County,1115,1117
50,3,7,48,175,Texas,Goliad County,7017,7021
50,3,7,48,177,Texas,Gonzales County,19648,19670
50,3,7,48,179,Texas,Gray County,21226,21197
50,3,7,48,181,Texas,Grayson County,135601,136157
50,3,7,48,183,Texas,Gregg County,124300,124315
50,3,7,48,185,Texas,Grimes County,29304,29443
50,3,7,48,187,Texas,Guadalupe County,172729,173722
50,3,7,48,189,Texas,Hale County,32523,32458
50,3,7,48,191,Texas,Hall County,2825,2805
50,3,7,48,193,Texas,Hamilton County,8224,8252
50,3,7,48,195,Texas,Hansford County,5275,5253
50,3,7,48,197,Texas,Hardeman County,3548,3558
50,3,7,48,199,Texas,Hardin County,56245,56357
50,3,7,48,201,Texas,Harris County,4730408,4734060
50,3,7,48,203,Texas,Harrison County,68830,68798
50,3,7,48,205,Texas,Hartley County,5363,5337
50,3,7,48,207,Texas,Haskell County,5420,5439
50,3,7,48,209,Texas,Hays County,241064,243984
50,3,7,48,211,Texas,Hemphill County,3385,3365
50,3,7,48,213,Texas,Henderson County,82151,82400
50,3,7,48,215,Texas,Hidalgo County,870788,872753
50,3,7,48,217,Texas,Hill County,35868,35965
50,3,7,48,219,Texas,Hockley County,21523,21484
50,3,7,48,221,Texas,Hood County,61592,62054
50,3,7,48,223,Texas,Hopkins County,36797,36833
50,3,7,48,225,Texas,Houston County,22081,22073
50,3,7,48,227,Texas,Howard County,34860,34811
50,3,7,48,229,Texas,Hudspeth County,3200,3189
50,3,7,48,231,Texas,Hunt County,99959,100260
50,3,7,48,233,Texas,Hutchinson County,20611,20569
50,3,7,48,235,Texas,Irion County,1508,1506
50,3,7,48,237,Texas,Jack County,8471,8484
50,3,7,48,239,Texas,Jackson County,14991,14997
50,3,7,48,241,Texas,Jasper County,32978,32921
50,3,7,48,243,Texas,Jeff Davis County,1999,1987
50,3,7,48,245,Texas,Jefferson County,256538,256141
50,3,7,48,247,Texas,Jim Hogg County,4834,4845
50,3,7,48,249,Texas,Jim Wells County,38902,38888
50,3,7,48,251,Texas,Johnson County,180009,180955
50,3,7,48,253,Texas,Jones County,19655,19667
50,3,7,48,255,Texas,Karnes County,14773,14811
50,3,7,48,257,Texas,Kaufman County,145337,147165
50,3,7,48,259,Texas,Kendall County,44301,44568
50,3,7,48,261,Texas,Kenedy County,350,349
50,3,7,48,263,Texas,Kent County,750,758
50,3,7,48,265,Texas,Kerr County,52595,52696
50,3,7,48,267,Texas,Kimble County,4283,4293
50,3,7,48,269,Texas,King County,262,267
50,3,7,48,271,Texas,Kinney County,3133,3127
50,3,7,48,273,Texas,Kleberg County,31043,30986
50,3,7,48,275,Texas,Knox County,3353,3346
50,3,7,48,277,Texas,Lamar County,50083,50131
50,3,7,48,279,Texas,Lamb County,13041,13005
50,3,7,48,281,Texas,Lampasas County,21629,21704
50,3,7,48,283,Texas,La Salle County,6657,6642
50,3,7,48,285,Texas,Lavaca County,20340,20355
50,3,7,48,287,Texas,Lee County,17480,17504
50,3,7,48,289,Texas,Leon County,15762,15775
50,3,7,48,291,Texas,Liberty County,91661,92471
50,3,7,48,293,Texas,Limestone County,22148,22141
50,3,7,48,295,Texas,Lipscomb County,3061,3039
50,3,7,48,297,Texas,Live Oak County,11335,11348
50,3,7,48,299,Texas,Llano County,21282,21331
50,3,7,48,301,Texas,Loving County,62,63
50,3,7,48,303,Texas,Lubbock County,310646,311589
50,3,7,48,305,Texas,Lynn County,5593,5609
50,3,7,48,307,Texas,McCulloch County,7633,7592
50,3,7,48,309,Texas,McLennan County,260588,261189
50,3,7,48,311,Texas,McMullen County,601,598
50,3,7,48,313,Texas,Madison County,13461,13457
50,3,7,48,315,Texas,Marion County,9842,9866
50,3,7,48,317,Texas,Martin County,5246,5259
50,3,7,48,319,Texas,Mason County,3953,3970
50,3,7,48,321,Texas,Matagorda County,36254,36287
50,3,7,48,323,Texas,Maverick County,57887,57866
50,3,7,48,325,Texas,Medina County,50861,51058
50,3,7,48,327,Texas,Menard County,1962,1959
50,3,7,48,329,Texas,Midland County,170341,170722
50,3,7,48,331,Texas,Milam County,24753,24780
50,3,7,48,333,Texas,Mills County,4454,4447
50,3,7,48,335,Texas,Mitchell County,8995,9013
50,3,7,48,337,Texas,Montague County,20011,20040
50,3,7,48,339,Texas,Montgomery County,620551,625369
50,3,7,48,341,Texas,Moore County,21363,21264
50,3,7,48,343,Texas,Morris County,11974,11978
50,3,7,48,345,Texas,Motley County,1062,1062
50,3,7,48,347,Texas,Nacogdoches County,64666,64642
50,3,7,48,349,Texas,Navarro County,52629,52843
50,3,7,48,351,Texas,Newton County,12220,12163
50,3,7,48,353,Texas,Nolan County,14737,14724
50,3,7,48,355,Texas,Nueces County,353346,353554
50,3,7,48,357,Texas,Ochiltree County,10015,9954
50,3,7,48,359,Texas,Oldham County,1759,1766
50,3,7,48,361,Texas,Orange County,84812,84759
50,3,7,48,363,Texas,Palo Pinto County,28415,28456
50,3,7,48,365,Texas,Panola County,22497,22498
50,3,7,48,367,Texas,Parker County,148241,149559
50,3,7,48,369,Texas,Parmer County,9874,9856
50,3,7,48,371,Texas,Pecos County,15198,15188
50,3,7,48,373,Texas,Polk County,50121,50464
50,3,7,48,375,Texas,Potter County,118622,118353
50,3,7,48,377,Texas,Presidio County,6130,6105
50,3,7,48,379,Texas,Rains County,12157,12182
50,3,7,48,381,Texas,Randall County,140670,141255
50,3,7,48,383,Texas,Reagan County,3427,3423
50,3,7,48,385,Texas,Real County,2757,2749
50,3,7,48,387,Texas,Red River County,11589,11564
50,3,7,48,389,Texas,Reeves County,14743,14769
50,3,7,48,391,Texas,Refugio County,6741,6742
50,3,7,48,393,Texas,Roberts County,830,824
50,3,7,48,395,Texas,Robertson County,16755,16767
50,3,7,48,397,Texas,Rockwall County,107884,109199
50,3,7,48,399,Texas,Runnels County,9896,9916
50,3,7,48,401,Texas,Rusk County,52222,52255
50,3,7,48,403,Texas,Sabine County,9900,9896
50,3,7,48,405,Texas,San Augustine County,7921,7923
50,3,7,48,407,Texas,San Jacinto County,27406,27542
50,3,7,48,409,Texas,San Patricio County,68757,68839
50,3,7,48,411,Texas,San Saba County,5721,5723
50,3,7,48,413,Texas,Schleicher County,2448,2438
50,3,7,48,415,Texas,Scurry County,16908,16916
50,3,7,48,417,Texas,Shackelford County,3105,3114
50,3,7,48,419,Texas,Shelby County,24137,24042
50,3,7,48,421,Texas,Sherman County,2777,2784
50,3,7,48,423,Texas,Smith County,233470,234205
50,3,7,48,425,Texas,Somervell County,9205,9206
50,3,7,48,427,Texas,Starr County,65916,65853
50,3,7,48,429,Texas,Stephens County,9100,9095
50,3,7,48,431,Texas,Sterling County,1371,1383
50,3,7,48,433,Texas,Stonewall County,1245,1244
50,3,7,48,435,Texas,Sutton County,3378,3361
50,3,7,48,437,Texas,Swisher County,6973,6948
50,3,7,48,439,Texas,Tarrant County,2110969,2116194
50,3,7,48,441,Texas,Taylor County,143233,143484
50,3,7,48,443,Texas,Terrell County,762,752
50,3,7,48,445,Texas,Terry County,11830,11792
50,3,7,48,447,Texas,Throckmorton County,1447,1457
50,3,7,48,449,Texas,Titus County,31247,31298
50,3,7,48,451,Texas,Tom Green County,120002,120185
50,3,7,48,453,Texas,Travis County,1290157,1296572
50,3,7,48,455,Texas,Trinity County,13604,13636
50,3,7,48,457,Texas,Tyler County,19814,19824
50,3,7,48,459,Texas,Upshur County,40889,41044
50,3,7,48,461,Texas,Upton County,3308,3301
50,3,7,48,463,Texas,Uvalde County,24565,24565
50,3,7,48,465,Texas,Val Verde County,47587,47597
50,3,7,48,467,Texas,Van Zandt County,59536,59747
50,3,7,48,469,Texas,Victoria County,91318,91299
50,3,7,48,471,Texas,Walker County,76409,76562
50,3,7,48,473,Texas,Waller County,56769,57294
50,3,7,48,475,Texas,Ward County,11647,11679
50,3,7,48,477,Texas,Washington County,35795,35791
50,3,7,48,479,Texas,Webb County,267114,267336
50,3,7,48,481,Texas,Wharton County,41589,41581
50,3,7,48,483,Texas,Wheeler County,4987,4976
50,3,7,48,485,Texas,Wichita County,129357,129611
50,3,7,48,487,Texas,Wilbarger County,12887,12842
50,3,7,48,489,Texas,Willacy County,20161,20125
50,3,7,48,491,Texas,Williamson County,609059,615611
50,3,7,48,493,Texas,Wilson County,49753,50051
50,3,7,48,495,Texas,Winkler County,7793,7757
50,3,7,48,497,Texas,Wise County,68617,68931
50,3,7,48,499,Texas,Wood County,44852,45042
50,3,7,48,501,Texas,Yoakum County,7691,7672
50,3,7,48,503,Texas,Young County,17865,17847
50,3,7,48,505,Texas,Zapata County,13889,13875
50,3,7,48,507,Texas,Zavala County,9677,9668
40,4,8,49,0,Utah,Utah,3271601,3283970
50,4,8,49,1,Utah,Beaver County,7075,7089
50,4,8,49,3,Utah,Box Elder County,57668,57944
50,4,8,49,5,Utah,Cache County,133158,133636
50,4,8,49,7,Utah,Carbon County,20413,20485
50,4,8,49,9,Utah,Daggett County,936,951
50,4,8,49,11,Utah,Davis County,362676,363766
50,4,8,49,13,Utah,Duchesne County,19604,19617
50,4,8,49,15,Utah,Emery County,9824,9844
50,4,8,49,17,Utah,Garfield County,5087,5105
50,4,8,49,19,Utah,Grand County,9671,9683
50,4,8,49,21,Utah,Iron County,57272,57703
50,4,8,49,23,Utah,Juab County,11780,11821
50,4,8,49,25,Utah,Kane County,7671,7697
50,4,8,49,27,Utah,Millard County,12979,13053
50,4,8,49,29,Utah,Morgan County,12296,12385
50,4,8,49,31,Utah,Piute County,1444,1440
50,4,8,49,33,Utah,Rich County,2511,2503
50,4,8,49,35,Utah,Salt Lake County,1185235,1187009
50,4,8,49,37,Utah,San Juan County,14512,14521
50,4,8,49,39,Utah,Sanpete County,28437,28528
50,4,8,49,41,Utah,Sevier County,21507,21554
50,4,8,49,43,Utah,Summit County,42356,42478
50,4,8,49,45,Utah,Tooele County,72703,73349
50,4,8,49,47,Utah,Uintah County,35614,35676
50,4,8,49,49,Utah,Utah County,659392,663576
50,4,8,49,51,Utah,Wasatch County,34785,35061
50,4,8,49,53,Utah,Washington County,180284,182002
50,4,8,49,55,Utah,Wayne County,2487,2505
50,4,8,49,57,Utah,Weber County,262224,262989
40,1,1,50,0,Vermont,Vermont,643077,642965
50,1,1,50,1,Vermont,Addison County,37371,37362
50,1,1,50,3,Vermont,Bennington County,37352,37318
50,1,1,50,5,Vermont,Caledonia County,30229,30180
50,1,1,50,7,Vermont,Chittenden County,168324,168412
50,1,1,50,9,Vermont,Essex County,5922,5921
50,1,1,50,11,Vermont,Franklin County,49950,50041
50,1,1,50,13,Vermont,Grand Isle County,7293,7277
50,1,1,50,15,Vermont,Lamoille County,25948,25927
50,1,1,50,17,Vermont,Orange County,29281,29296
50,1,1,50,19,Vermont,Orleans County,27400,27404
50,1,1,50,21,Vermont,Rutland County,60560,60476
50,1,1,50,23,Vermont,Washington County,59807,59766
50,1,1,50,25,Vermont,Windham County,45909,45858
50,1,1,50,27,Vermont,Windsor County,57731,57727
40,3,5,51,0,Virginia,Virginia,8631419,8637303
50,3,5,51,1,Virginia,Accomack County,33423,33400
50,3,5,51,3,Virginia,Albemarle County,112435,112578
50,3,5,51,5,Virginia,Alleghany County,15216,15187
50,3,5,51,7,Virginia,Amelia County,13262,13268
50,3,5,51,9,Virginia,Amherst County,31313,31312
50,3,5,51,11,Virginia,Appomattox County,16116,16155
50,3,5,51,13,Virginia,Arlington County,238647,238825
50,3,5,51,15,Virginia,Augusta County,77490,77586
50,3,5,51,17,Virginia,Bath County,4205,4185
50,3,5,51,19,Virginia,Bedford County,79496,79590
50,3,5,51,21,Virginia,Bland County,6272,6255
50,3,5,51,23,Virginia,Botetourt County,33588,33636
50,3,5,51,25,Virginia,Brunswick County,15849,15824
50,3,5,51,27,Virginia,Buchanan County,20343,20247
50,3,5,51,29,Virginia,Buckingham County,16828,16826
50,3,5,51,31,Virginia,Campbell County,55654,55598
50,3,5,51,33,Virginia,Caroline County,30880,30922
50,3,5,51,35,Virginia,Carroll County,29154,29146
50,3,5,51,36,Virginia,Charles City County,6772,6747
50,3,5,51,37,Virginia,Charlotte County,11530,11538
50,3,5,51,41,Virginia,Chesterfield County,364084,365330
50,3,5,51,43,Virginia,Clarke County,14789,14817
50,3,5,51,45,Virginia,Craig County,4893,4876
50,3,5,51,47,Virginia,Culpeper County,52548,52764
50,3,5,51,49,Virginia,Cumberland County,9690,9680
50,3,5,51,51,Virginia,Dickenson County,14128,14075
50,3,5,51,53,Virginia,Dinwiddie County,27934,27886
50,3,5,51,57,Virginia,Essex County,10600,10597
50,3,5,51,59,Virginia,Fairfax County,1150294,1148598
50,3,5,51,61,Virginia,Fauquier County,72971,73012
50,3,5,51,63,Virginia,Floyd County,15473,15469
50,3,5,51,65,Virginia,Fluvanna County,27248,27289
50,3,5,51,67,Virginia,Franklin County,54457,54478
50,3,5,51,69,Virginia,Frederick County,91445,91891
50,3,5,51,71,Virginia,Giles County,16792,16786
50,3,5,51,73,Virginia,Gloucester County,38714,38723
50,3,5,51,75,Virginia,Goochland County,24744,24866
50,3,5,51,77,Virginia,Grayson County,15336,15282
50,3,5,51,79,Virginia,Greene County,20548,20601
50,3,5,51,81,Virginia,Greensville County,11394,11387
50,3,5,51,83,Virginia,Halifax County,34035,33939
50,3,5,51,85,Virginia,Hanover County,109982,110211
50,3,5,51,87,Virginia,Henrico County,334961,334929
50,3,5,51,89,Virginia,Henry County,50939,50845
50,3,5,51,91,Virginia,Highland County,2234,2242
50,3,5,51,93,Virginia,Isle of Wight County,38612,38711
50,3,5,51,95,Virginia,James City County,78253,78486
50,3,5,51,97,Virginia,King and Queen County,6603,6585
50,3,5,51,99,Virginia,King George County,26720,26822
50,3,5,51,101,Virginia,King William County,17810,17916
50,3,5,51,103,Virginia,Lancaster County,10918,10899
50,3,5,51,105,Virginia,Lee County,22173,22110
50,3,5,51,107,Virginia,Loudoun County,420951,422693
50,3,5,51,109,Virginia,Louisa County,37586,37785
50,3,5,51,111,Virginia,Lunenburg County,11937,11949
50,3,5,51,113,Virginia,Madison County,13842,13862
50,3,5,51,115,Virginia,Mathews County,8535,8520
50,3,5,51,117,Virginia,Mecklenburg County,30316,30285
50,3,5,51,119,Virginia,Middlesex County,10619,10609
50,3,5,51,121,Virginia,Montgomery County,99722,99593
50,3,5,51,125,Virginia,Nelson County,14769,14737
50,3,5,51,127,Virginia,New Kent County,22942,23118
50,3,5,51,131,Virginia,Northampton County,12282,12217
50,3,5,51,133,Virginia,Northumberland County,11835,11838
50,3,5,51,135,Virginia,Nottoway County,15644,15642
50,3,5,51,137,Virginia,Orange County,36185,36396
50,3,5,51,139,Virginia,Page County,23713,23695
50,3,5,51,141,Virginia,Patrick County,17601,17583
50,3,5,51,143,Virginia,Pittsylvania County,60499,60369
50,3,5,51,145,Virginia,Powhatan County,30341,30453
50,3,5,51,147,Virginia,Prince Edward County,21837,21879
50,3,5,51,149,Virginia,Prince George County,43010,43076
50,3,5,51,153,Virginia,Prince William County,482205,482838
50,3,5,51,155,Virginia,Pulaski County,33797,33806
50,3,5,51,157,Virginia,Rappahannock County,7351,7322
50,3,5,51,159,Virginia,Richmond County,8919,8919
50,3,5,51,161,Virginia,Roanoke County,96962,96958
50,3,5,51,163,Virginia,Rockbridge County,22669,22668
50,3,5,51,165,Virginia,Rockingham County,83769,83780
50,3,5,51,167,Virginia,Russell County,25787,25761
50,3,5,51,169,Virginia,Scott County,21574,21595
50,3,5,51,171,Virginia,Shenandoah County,44182,44258
50,3,5,51,173,Virginia,Smyth County,29794,29780
50,3,5,51,175,Virginia,Southampton County,17995,17950
50,3,5,51,177,Virginia,Spotsylvania County,140097,140611
50,3,5,51,179,Virginia,Stafford County,156937,157763
50,3,5,51,181,Virginia,Surry County,6555,6548
50,3,5,51,183,Virginia,Sussex County,10839,10799
50,3,5,51,185,Virginia,Tazewell County,40438,40407
50,3,5,51,187,Virginia,Warren County,40721,40796
50,3,5,51,191,Virginia,Washington County,53946,53910
50,3,5,51,193,Virginia,Westmoreland County,18480,18513
50,3,5,51,195,Virginia,Wise County,36126,36072
50,3,5,51,197,Virginia,Wythe County,28292,28324
50,3,5,51,199,Virginia,York County,70054,70236
50,3,5,51,510,Virginia,Alexandria city,159470,159147
50,3,5,51,520,Virginia,Bristol city,17242,17321
50,3,5,51,530,Virginia,Buena Vista city,6633,6616
50,3,5,51,540,Virginia,Charlottesville city,46518,46433
50,3,5,51,550,Virginia,Chesapeake city,249251,249655
50,3,5,51,570,Virginia,Colonial Heights city,18145,18162
50,3,5,51,580,Virginia,Covington city,5749,5747
50,3,5,51,590,Virginia,Danville city,42581,42572
50,3,5,51,595,Virginia,Emporia city,5753,5697
50,3,5,51,600,Virginia,Fairfax city,24146,24174
50,3,5,51,610,Virginia,Falls Church city,14657,14677
50,3,5,51,620,Virginia,Franklin city,8176,8147
50,3,5,51,630,Virginia,Fredericksburg city,27977,27997
50,3,5,51,640,Virginia,Galax city,6725,6716
50,3,5,51,650,Virginia,Hampton city,137160,137279
50,3,5,51,660,Virginia,Harrisonburg city,51808,51698
50,3,5,51,670,Virginia,Hopewell city,23031,23012
50,3,5,51,678,Virginia,Lexington city,7309,7318
50,3,5,51,680,Virginia,Lynchburg city,79014,78995
50,3,5,51,683,Virginia,Manassas city,42773,42690
50,3,5,51,685,Virginia,Manassas Park city,17217,17161
50,3,5,51,690,Virginia,Martinsville city,13482,13478
50,3,5,51,700,Virginia,Newport News city,186235,186030
50,3,5,51,710,Virginia,Norfolk city,238090,237859
50,3,5,51,720,Virginia,Norton city,3696,3680
50,3,5,51,730,Virginia,Petersburg city,33464,33398
50,3,5,51,735,Virginia,Poquoson city,12455,12472
50,3,5,51,740,Virginia,Portsmouth city,97944,97991
50,3,5,51,750,Virginia,Radford city,16066,16117
50,3,5,51,760,Virginia,Richmond city,226522,226927
50,3,5,51,770,Virginia,Roanoke city,100017,99903
50,3,5,51,775,Virginia,Salem city,25341,25398
50,3,5,51,790,Virginia,Staunton city,25750,25810
50,3,5,51,800,Virginia,Suffolk city,94431,94818
50,3,5,51,810,Virginia,Virginia Beach city,459417,459626
50,3,5,51,820,Virginia,Waynesboro city,22193,22280
50,3,5,51,830,Virginia,Williamsburg city,15417,15459
50,3,5,51,840,Virginia,Winchester city,28114,28003
40,4,9,53,0,Washington,Washington,7707519,7726812
50,4,9,53,1,Washington,Adams County,20610,20610
50,4,9,53,3,Washington,Asotin County,22292,22327
50,4,9,53,5,Washington,Benton County,206863,207408
50,4,9,53,7,Washington,Chelan County,79146,79302
50,4,9,53,9,Washington,Clallam County,77158,77356
50,4,9,53,11,Washington,Clark County,503308,505325
50,4,9,53,13,Washington,Columbia County,3956,3954
50,4,9,53,15,Washington,Cowlitz County,110728,111014
50,4,9,53,17,Washington,Douglas County,42935,43033
50,4,9,53,19,Washington,Ferry County,7182,7199
50,4,9,53,21,Washington,Franklin County,96745,97137
50,4,9,53,23,Washington,Garfield County,2286,2296
50,4,9,53,25,Washington,Grant County,99135,99446
50,4,9,53,27,Washington,Grays Harbor County,75635,75866
50,4,9,53,29,Washington,Island County,86856,87001
50,4,9,53,31,Washington,Jefferson County,32972,33064
50,4,9,53,33,Washington,King County,2269668,2274304
50,4,9,53,35,Washington,Kitsap County,275614,275811
50,4,9,53,37,Washington,Kittitas County,46540,46823
50,4,9,53,39,Washington,Klickitat County,22731,22817
50,4,9,53,41,Washington,Lewis County,82144,82551
50,4,9,53,43,Washington,Lincoln County,10878,10926
50,4,9,53,45,Washington,Mason County,65721,66041
50,4,9,53,47,Washington,Okanogan County,42097,42143
50,4,9,53,49,Washington,Pacific County,23369,23503
50,4,9,53,51,Washington,Pend Oreille County,13402,13505
50,4,9,53,53,Washington,Pierce County,921151,923609
50,4,9,53,55,Washington,San Juan County,17786,17825
50,4,9,53,57,Washington,Skagit County,129517,129885
50,4,9,53,59,Washington,Skamania County,12031,12038
50,4,9,53,61,Washington,Snohomish County,827947,829901
50,4,9,53,63,Washington,Spokane County,539333,541144
50,4,9,53,65,Washington,Stevens County,46445,46585
50,4,9,53,67,Washington,Thurston County,294790,296013
50,4,9,53,69,Washington,Wahkiakum County,4420,4446
50,4,9,53,71,Washington,Walla Walla County,62583,62620
50,4,9,53,73,Washington,Whatcom County,226845,227452
50,4,9,53,75,Washington,Whitman County,47971,47816
50,4,9,53,77,Washington,Yakima County,256729,256716
40,3,5,54,0,West Virginia,West Virginia,1793759,1791670
50,3,5,54,1,West Virginia,Barbour County,15461,15463
50,3,5,54,3,West Virginia,Berkeley County,122073,122693
50,3,5,54,5,West Virginia,Boone County,21811,21746
50,3,5,54,7,West Virginia,Braxton County,12450,12400
50,3,5,54,9,West Virginia,Brooke County,22557,22481
50,3,5,54,11,West Virginia,Cabell County,94345,94245
50,3,5,54,13,West Virginia,Calhoun County,6230,6203
50,3,5,54,15,West Virginia,Clay County,8051,8009
50,3,5,54,17,West Virginia,Doddridge County,7805,7785
50,3,5,54,19,West Virginia,Fayette County,40497,40442
50,3,5,54,21,West Virginia,Gilmer County,7412,7393
50,3,5,54,23,West Virginia,Grant County,10979,10993
50,3,5,54,25,West Virginia,Greenbrier County,32985,32906
50,3,5,54,27,West Virginia,Hampshire County,23079,23086
50,3,5,54,29,West Virginia,Hancock County,29096,29040
50,3,5,54,31,West Virginia,Hardy County,14297,14241
50,3,5,54,33,West Virginia,Harrison County,65919,65846
50,3,5,54,35,West Virginia,Jackson County,27792,27723
50,3,5,54,37,West Virginia,Jefferson County,57703,57790
50,3,5,54,39,West Virginia,Kanawha County,180733,180215
50,3,5,54,41,West Virginia,Lewis County,17031,17021
50,3,5,54,43,West Virginia,Lincoln County,20461,20369
50,3,5,54,45,West Virginia,Logan County,32570,32514
50,3,5,54,47,West Virginia,McDowell County,19123,18942
50,3,5,54,49,West Virginia,Marion County,56215,56240
50,3,5,54,51,West Virginia,Marshall County,30585,30498
50,3,5,54,53,West Virginia,Mason County,25453,25403
50,3,5,54,55,West Virginia,Mercer County,59660,59528
50,3,5,54,57,West Virginia,Mineral County,26934,26892
50,3,5,54,59,West Virginia,Mingo County,23572,23489
50,3,5,54,61,West Virginia,Monongalia County,105821,105917
50,3,5,54,63,West Virginia,Monroe County,12381,12388
50,3,5,54,65,West Virginia,Morgan County,17063,17086
50,3,5,54,67,West Virginia,Nicholas County,24604,24559
50,3,5,54,69,West Virginia,Ohio County,42446,42347
50,3,5,54,71,West Virginia,Pendleton County,6141,6129
50,3,5,54,73,West Virginia,Pleasants County,7655,7655
50,3,5,54,75,West Virginia,Pocahontas County,7869,7861
50,3,5,54,77,West Virginia,Preston County,34218,34201
50,3,5,54,79,West Virginia,Putnam County,57435,57441
50,3,5,54,81,West Virginia,Raleigh County,74590,74404
50,3,5,54,83,West Virginia,Randolph County,27932,27893
50,3,5,54,85,West Virginia,Ritchie County,8447,8424
50,3,5,54,87,West Virginia,Roane County,14029,13988
50,3,5,54,89,West Virginia,Summers County,11959,11931
50,3,5,54,91,West Virginia,Taylor County,16703,16690
50,3,5,54,93,West Virginia,Tucker County,6764,6753
50,3,5,54,95,West Virginia,Tyler County,8307,8294
50,3,5,54,97,West Virginia,Upshur County,23818,23820
50,3,5,54,99,West Virginia,Wayne County,38987,38873
50,3,5,54,101,West Virginia,Webster County,8377,8354
50,3,5,54,103,West Virginia,Wetzel County,14451,14404
50,3,5,54,105,West Virginia,Wirt County,5196,5187
50,3,5,54,107,West Virginia,Wood County,84300,84153
50,3,5,54,109,West Virginia,Wyoming County,21387,21322
40,2,3,55,0,Wisconsin,Wisconsin,5894323,5897371
50,2,3,55,1,Wisconsin,Adams County,20651,20687
50,2,3,55,3,Wisconsin,Ashland County,16034,16028
50,2,3,55,5,Wisconsin,Barron County,46707,46719
50,2,3,55,7,Wisconsin,Bayfield County,16220,16240
50,2,3,55,9,Wisconsin,Brown County,268736,268952
50,2,3,55,11,Wisconsin,Buffalo County,13323,13333
50,2,3,55,13,Wisconsin,Burnett County,16528,16580
50,2,3,55,15,Wisconsin,Calumet County,52440,52475
50,2,3,55,17,Wisconsin,Chippewa County,66295,66334
50,2,3,55,19,Wisconsin,Clark County,34630,34640
50,2,3,55,21,Wisconsin,Columbia County,58494,58534
50,2,3,55,23,Wisconsin,Crawford County,16110,16082
50,2,3,55,25,Wisconsin,Dane County,561507,562615
50,2,3,55,27,Wisconsin,Dodge County,89384,89343
50,2,3,55,29,Wisconsin,Door County,30073,30128
50,2,3,55,31,Wisconsin,Douglas County,44294,44351
50,2,3,55,33,Wisconsin,Dunn County,45449,45462
50,2,3,55,35,Wisconsin,Eau Claire County,105706,105898
50,2,3,55,37,Wisconsin,Florence County,4559,4565
50,2,3,55,39,Wisconsin,Fond du Lac County,104165,104159
50,2,3,55,41,Wisconsin,Forest County,9184,9173
50,2,3,55,43,Wisconsin,Grant County,51950,51989
50,2,3,55,45,Wisconsin,Green County,37090,37039
50,2,3,55,47,Wisconsin,Green Lake County,19013,19016
50,2,3,55,49,Wisconsin,Iowa County,23713,23716
50,2,3,55,51,Wisconsin,Iron County,6137,6144
50,2,3,55,53,Wisconsin,Jackson County,21139,21096
50,2,3,55,55,Wisconsin,Jefferson County,86171,86219
50,2,3,55,57,Wisconsin,Juneau County,26720,26779
50,2,3,55,59,Wisconsin,Kenosha County,169150,169186
50,2,3,55,61,Wisconsin,Kewaunee County,20559,20552
50,2,3,55,63,Wisconsin,La Crosse County,120796,120955
50,2,3,55,65,Wisconsin,Lafayette County,16611,16619
50,2,3,55,67,Wisconsin,Langlade County,19493,19465
50,2,3,55,69,Wisconsin,Lincoln County,28412,28423
50,2,3,55,71,Wisconsin,Manitowoc County,81364,81401
50,2,3,55,73,Wisconsin,Marathon County,138063,138119
50,2,3,55,75,Wisconsin,Marinette County,41874,41887
50,2,3,55,77,Wisconsin,Marquette County,15595,15594
50,2,3,55,78,Wisconsin,Menominee County,4250,4258
50,2,3,55,79,Wisconsin,Milwaukee County,939496,938606
50,2,3,55,81,Wisconsin,Monroe County,46276,46307
50,2,3,55,83,Wisconsin,Oconto County,38967,39077
50,2,3,55,85,Wisconsin,Oneida County,37840,37864
50,2,3,55,87,Wisconsin,Outagamie County,190700,190959
50,2,3,55,89,Wisconsin,Ozaukee County,91504,91631
50,2,3,55,91,Wisconsin,Pepin County,7326,7349
50,2,3,55,93,Wisconsin,Pierce County,42203,42221
50,2,3,55,95,Wisconsin,Polk County,44974,45028
50,2,3,55,97,Wisconsin,Portage County,70380,70423
50,2,3,55,99,Wisconsin,Price County,14053,14032
50,2,3,55,101,Wisconsin,Racine County,198221,198061
50,2,3,55,103,Wisconsin,Richland County,17307,17281
50,2,3,55,105,Wisconsin,Rock County,163684,163763
50,2,3,55,107,Wisconsin,Rusk County,14181,14169
50,2,3,55,109,Wisconsin,St. Croix County,93534,93875
50,2,3,55,111,Wisconsin,Sauk County,65774,65796
50,2,3,55,113,Wisconsin,Sawyer County,18084,18122
50,2,3,55,115,Wisconsin,Shawano County,40874,40859
50,2,3,55,117,Wisconsin,Sheboygan County,118034,118040
50,2,3,55,119,Wisconsin,Taylor County,19917,19942
50,2,3,55,121,Wisconsin,Trempealeau County,30770,30825
50,2,3,55,123,Wisconsin,Vernon County,30710,30695
50,2,3,55,125,Wisconsin,Vilas County,23051,23093
